artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Rise Against,Logged In,Jayden,M,49,Graves,242.25914,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Savior,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Emmy The Great,Logged In,Noah,M,0,Chavez,204.79955,free,"Ogden-Clearfield, UT",PUT,NextSong,1.54097E+12,530,Mia,200,1.54268E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
,Logged In,Noah,M,1,Chavez,,free,"Ogden-Clearfield, UT",PUT,Logout,1.54097E+12,530,,307,1.54268E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
,Logged Out,,,2,,,free,,GET,Home,,530,,200,1.54268E+12,,
Kings Of Leon,Logged In,Jayden,M,50,Graves,231.81016,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Use Somebody,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Avenged Sevenfold,Logged In,Jayden,M,51,Graves,283.76771,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Unholy Confessions,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
A.B. Quintanilla III Y Los Kumbia Kings,Logged In,Jayden,M,52,Graves,196.77995,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Te Quiero A Ti,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Coldplay,Logged In,Jayden,M,53,Graves,228.62322,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Only Superstition,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
B.o.B,Logged In,Jayden,M,54,Graves,269.63546,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Nothin' On You [feat. Bruno Mars] (Album Version),200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Crystal Castles,Logged In,Jayden,M,55,Graves,252.89098,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Baptism,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Justin Nozuka,Logged In,Jayden,M,56,Graves,213.62893,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Mr Therapy Man,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Blackmore's Night,Logged In,Jayden,M,57,Graves,201.40363,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Sister Gypsy,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Kinsley,F,0,Young,,paid,"Red Bluff, CA",GET,Home,1.54047E+12,658,,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Beirut,Logged In,Kinsley,F,1,Young,239.0722,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Fountains And Tramways,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Beck,Logged In,Jayden,M,58,Graves,304.50893,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,End Of The Day,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Jayden,M,59,Graves,,paid,"Marinette, WI-MI",PUT,Logout,1.54066E+12,594,,307,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged Out,,,60,,,paid,,GET,Home,,594,,200,1.54268E+12,,
,Logged Out,,,61,,,paid,,PUT,Login,,594,,307,1.54268E+12,,
,Logged In,Jayden,M,62,Graves,,paid,"Marinette, WI-MI",GET,Home,1.54066E+12,594,,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Arctic Monkeys,Logged In,Kinsley,F,2,Young,177.84118,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Fake Tales Of San Francisco (Explicit),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Van Halen,Logged In,Lily,F,0,Burns,227.44771,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,727,Ain't Talkin'  'Bout Love (Remastered Version),200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
,Logged In,Lily,F,1,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Settings,1.54062E+12,727,,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
,Logged In,Lily,F,2,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Help,1.54062E+12,727,,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Secret Garden,Logged In,Jayden,M,63,Graves,180.21832,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Atlantia,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Snow Patrol,Logged In,Kinsley,F,3,Young,274.49424,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Chasing Cars,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Rihanna,Logged In,Lily,F,3,Burns,239.75138,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,727,G4L,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Bayside,Logged In,Jayden,M,64,Graves,180.27057,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Duality (Album Version),200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Todd Barry,Logged In,Kinsley,F,4,Young,126.82404,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Sugar Ray (LP Version),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Bayside,Logged In,Jayden,M,65,Graves,243.64363,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Montauk,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Viki Mosholiou,Logged In,Kinsley,F,5,Young,169.84771,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Milo Gia Ta Pedia Mou (2006 Digital Remaster),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Hatebreed,Logged In,Kinsley,F,6,Young,124.42077,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Worlds Apart (Album Version),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Sonny Boy Williamson,Logged In,Jayden,M,66,Graves,152.24118,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Don't Start Me Talkin',200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Shattered Realm,Logged In,Kinsley,F,7,Young,108.45995,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Devil In Disguise,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Timbaland / Katy Perry,Logged In,Jayden,M,67,Graves,238.70649,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,If We Ever Meet Again,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Sam and Dave,Logged In,Kinsley,F,8,Young,157.28281,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Hold on I'm Coming,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Sea Wolf,Logged In,Kinsley,F,9,Young,225.802,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Black Dirt (Album),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Apocalyptica featuring Corey Taylor,Logged In,Jayden,M,68,Graves,214.12526,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,I'm Not Jesus,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Bomfunk MC's,Logged In,Kinsley,F,10,Young,225.4624,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Rocking_ Just To Make Ya Move,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Jets To Brazil,Logged In,Jayden,M,69,Graves,571.03628,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Rocket Boy,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Jayden,M,70,Graves,,paid,"Marinette, WI-MI",PUT,Logout,1.54066E+12,594,,307,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged Out,,,71,,,paid,,GET,Home,,594,,200,1.54268E+12,,
,Logged Out,,,72,,,paid,,PUT,Login,,594,,307,1.54268E+12,,
,Logged In,Jayden,M,73,Graves,,paid,"Marinette, WI-MI",GET,Home,1.54066E+12,594,,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Tavares,Logged In,Kinsley,F,11,Young,394.00444,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Heaven Must Be Missing An Angel,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Maria BethÃÂ¢nia,Logged In,Jayden,M,74,Graves,254.06649,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Samba De Roda/Marinheiro SÃÂ³ (Medley) (Live),200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Justin Bieber,Logged In,Kinsley,F,12,Young,220.89098,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Somebody To Love,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Van Halen,Logged In,Kinsley,F,13,Young,272.32608,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Feels So Good (Remastered Single Version),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Julieta Venegas A Dueto Con Dante,Logged In,Jayden,M,75,Graves,236.9824,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Primer Dia,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Apocalyptica,Logged In,Jayden,M,76,Graves,409.86077,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Coma,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
The Wreckers,Logged In,Kinsley,F,14,Young,171.36281,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Stand Still_ Look Pretty [Live],200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Prince & The Revolution,Logged In,Kinsley,F,15,Young,227.65669,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Kiss (LP Version),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Third Eye Blind,Logged In,Jayden,M,77,Graves,319.79057,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,God Of Wine (2006 Remastered LP Version),200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Dr. Dre / Eminem,Logged In,Kinsley,F,16,Young,222.27546,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Forgot About Dre,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Symphony X,Logged In,Kinsley,F,17,Young,318.37995,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Evolution (the Grand Design),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Streetlight Manifesto,Logged In,Jayden,M,78,Graves,180.79302,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,594,Keasbey Nights (LP Version),200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Jayden,M,79,Graves,,paid,"Marinette, WI-MI",GET,Downgrade,1.54066E+12,594,,200,1.54268E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Amos Lee,Logged In,Kinsley,F,18,Young,169.16853,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Soul Suckers,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
The Gabe Dixon Band,Logged In,Kinsley,F,19,Young,296.85506,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Disappear,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Mogwai,Logged In,Kinsley,F,20,Young,473.25995,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Thank You Space Expert,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Mystery Jets,Logged In,Kinsley,F,21,Young,212.32281,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,You Can't Fool Me Dennis (Album version),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Mates of State,Logged In,Kinsley,F,22,Young,227.36934,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Parachutes (Funeral Song) (LP Version),200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
,Logged Out,,,0,,,paid,,GET,Home,,737,,200,1.54268E+12,,
R.E.M.,Logged In,Kinsley,F,23,Young,217.99138,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,Can't Get There From Here,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Taylor Swift,Logged In,Kinsley,F,24,Young,246.282,paid,"Red Bluff, CA",PUT,NextSong,1.54047E+12,658,The Best Day,200,1.54268E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Blockhead,Logged In,Aiden,M,0,Hess,285.98812,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1.54083E+12,710,Carnivores Unite,200,1.54269E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
MC Hammer,Logged In,Aiden,M,1,Hess,256.86159,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1.54083E+12,710,U Can't Touch This,200,1.54269E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
Sally Shapiro,Logged In,Aiden,M,2,Hess,392.82893,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1.54083E+12,710,Miracle (Extended Mix),200,1.54269E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
,Logged Out,,,0,,,paid,,PUT,Login,,716,,307,1.54269E+12,,
,Logged In,Lily,F,1,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1.54105E+12,716,,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Holy Fuck,Logged In,Lily,F,2,Koch,362.762,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,P.I.G.S.,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Angus & Julia Stone,Logged In,Lily,F,3,Koch,218.8273,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Soldier,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Los Fabulosos Cadillacs,Logged In,Lily,F,4,Koch,275.69587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Siguiendo La Luna,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
A Sunny Day In Glasgow,Logged In,Lily,F,5,Koch,22.04689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Lights,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Mariah Carey Featuring Cameo,Logged In,Lily,F,6,Koch,229.22404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Loverboy,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Tego Calderon,Logged In,Lily,F,7,Koch,242.18077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Metele Sazon,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Bloodhound Gang,Logged In,Lily,F,8,Koch,172.01587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Foxtrot Uniform Charlie Kilo,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
,Logged In,Lily,F,9,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Downgrade,1.54105E+12,716,,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Kings Of Leon,Logged In,Lily,F,10,Koch,256.36526,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,The Runner,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Iron Maiden,Logged In,Lily,F,11,Koch,233.76934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Run To The Hills (1998 Digital Remaster),200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
CafÃÂ© Tacvba,Logged In,Lily,F,12,Koch,232.72444,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,MarÃÂ­a,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Blink-182,Logged In,Lily,F,13,Koch,280.00608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,All Of This,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Band Of Horses,Logged In,Lily,F,14,Koch,321.14893,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,The Funeral (Album Version),200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Primus,Logged In,Lily,F,15,Koch,146.15465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,De Anza Jig,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Tom McRae,Logged In,Lily,F,16,Koch,265.27302,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Walking 2 Hawaii,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
ALO (Animal Liberation Orchestra),Logged In,Lily,F,17,Koch,229.77261,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Spectrum,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Yelle,Logged In,Lily,F,18,Koch,192.31302,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Je Veux Te Voir (Radio Edit),200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Kings Of Leon,Logged In,Lily,F,19,Koch,201.79546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,716,Revelry,200,1.5427E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
